ts,dr_pos,dr_vel,dr_acc,sub_pos,force_goal,force_ped,force_obj
26,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
26,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
26,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
26,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
26,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
26,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
26,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
26,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
26,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
26,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
26,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
26,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
26,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
26,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
26,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
26,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
27,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
28,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
29,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
30,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
31,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
32,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
32,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
32,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
32,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
32,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
32,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
32,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
32,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
32,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
32,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
