ts," -0.0025362912490726336]""","[0.0, 1.05, 0.0]",0.0,0.0.1,0.0.2,0.0.3
"[-0.064261861215045, 0.027193834507389086, 0.0275201103248071]","[-0.7355661973092453, 0.22142348535246145, 0.46874749697814466]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.064261861215045, 0.027415257992741547, 0.0275201103248071]","[-0.7355661973092453, 0.22142348535246145, 0.46874749697814466]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.06501117959660617, 0.027415257992741547, 0.0275201103248071]","[-0.7493183815611704, 0.22732185053247686, 0.475861266706408]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.06501117959660617, 0.027415257992741547, 0.027995971591513506]","[-0.7493183815611704, 0.22732185053247686, 0.475861266706408]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.06501117959660617, 0.027642579843274024, 0.027995971591513506]","[-0.7493183815611704, 0.22732185053247686, 0.475861266706408]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.06577421229321487, 0.027642579843274024, 0.027995971591513506]","[-0.7630326966086981, 0.23295015148034476, 0.483358869701158]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.06577421229321487, 0.027642579843274024, 0.028479330461214664]","[-0.7630326966086981, 0.23295015148034476, 0.483358869701158]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.06577421229321487, 0.02787552999475437, 0.028479330461214664]","[-0.7630326966086981, 0.23295015148034476, 0.483358869701158]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.0665509565751224, 0.02787552999475437, 0.028479330461214664]","[-0.7767442819075349, 0.23867294125489227, 0.4907215189286565]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.0665509565751224, 0.02787552999475437, 0.02897005198014332]","[-0.7767442819075349, 0.23867294125489227, 0.4907215189286565]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.0665509565751224, 0.02811420293600926, 0.02897005198014332]","[-0.7767442819075349, 0.23867294125489227, 0.4907215189286565]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.06734139997670441, 0.02811420293600926, 0.02897005198014332]","[-0.7904434015820055, 0.24444937483732165, 0.49797524209899136]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.06734139997670441, 0.02811420293600926, 0.029468027222242312]","[-0.7904434015820055, 0.24444937483732165, 0.49797524209899136]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.06734139997670441, 0.028358652310846583, 0.029468027222242312]","[-0.7904434015820055, 0.24444937483732165, 0.49797524209899136]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.06814551359093701, 0.028358652310846583, 0.029468027222242312]","[-0.8041136142326044, 0.25017012937213895, 0.505142866531711]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.06814551359093701, 0.028358652310846583, 0.029973170088774023]","[-0.8041136142326044, 0.25017012937213895, 0.505142866531711]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.06814551359093701, 0.02860882244021872, 0.029973170088774023]","[-0.8041136142326044, 0.25017012937213895, 0.505142866531711]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.06896326660428856, 0.02860882244021872, 0.029973170088774023]","[-0.8177530133515465, 0.25577522956048493, 0.5122458937965937]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.06896326660428856, 0.02860882244021872, 0.030485415982570617]","[-0.8177530133515465, 0.25577522956048493, 0.5122458937965937]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.06896326660428856, 0.028864597669779207, 0.030485415982570617]","[-0.8177530133515465, 0.25577522956048493, 0.5122458937965937]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.06979459175030452, 0.028864597669779207, 0.030485415982570617]","[-0.8313251460159571, 0.26115423078336764, 0.519733977360045]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.06979459175030452, 0.028864597669779207, 0.031005149959930662]","[-0.8313251460159571, 0.26115423078336764, 0.519733977360045]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.06979459175030452, 0.029125751900562574, 0.031005149959930662]","[-0.8313251460159571, 0.26115423078336764, 0.519733977360045]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.07063946080458669, 0.029125751900562574, 0.031005149959930662]","[-0.8448690542821741, 0.26664832738678906, 0.5270768300732303]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.07063946080458669, 0.029125751900562574, 0.03153222679000389]","[-0.8448690542821741, 0.26664832738678906, 0.5270768300732303]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.07063946080458669, 0.029392400227949363, 0.03153222679000389]","[-0.8448690542821741, 0.26664832738678906, 0.5270768300732303]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.07149783967675774, 0.029392400227949363, 0.03153222679000389]","[-0.8583788721710506, 0.272116254549086, 0.5343002663937557]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.07149783967675774, 0.029392400227949363, 0.03206652705639765]","[-0.8583788721710506, 0.272116254549086, 0.5343002663937557]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.07149783967675774, 0.02966451648249845, 0.03206652705639765]","[-0.8583788721710506, 0.272116254549086, 0.5343002663937557]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.0723696736913536, 0.02966451648249845, 0.03206652705639765]","[-0.8718340145958542, 0.27759587684034537, 0.5414229260122457]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.0723696736913536, 0.02966451648249845, 0.032607949982409894]","[-0.8718340145958542, 0.27759587684034537, 0.5414229260122457]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.0723696736913536, 0.029942112359338795, 0.032607949982409894]","[-0.8718340145958542, 0.27759587684034537, 0.5414229260122457]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.0732549022073402, 0.029942112359338795, 0.032607949982409894]","[-0.8852285159866025, 0.28299633754955145, 0.5484645729858656]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.0732549022073402, 0.029942112359338795, 0.03315641455539576]","[-0.8852285159866025, 0.28299633754955145, 0.5484645729858656]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.0732549022073402, 0.030225108696888346, 0.03315641455539576]","[-0.8852285159866025, 0.28299633754955145, 0.5484645729858656]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.07415343820955568, 0.030225108696888346, 0.03315641455539576]","[-0.8985360022154831, 0.28802150618471506, 0.55630070813837]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.07415343820955568, 0.030225108696888346, 0.03371271526353413]","[-0.8985360022154831, 0.28802150618471506, 0.55630070813837]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.07415343820955568, 0.03051313020307306, 0.03371271526353413]","[-0.8985360022154831, 0.28802150618471506, 0.55630070813837]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.07506525297140657, 0.03051313020307306, 0.03371271526353413]","[-0.9118147618508848, 0.2932380906903176, 0.5638857469086322]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.07506525297140657, 0.03051313020307306, 0.03427660101044276]","[-0.9118147618508848, 0.2932380906903176, 0.5638857469086322]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.07506525297140657, 0.03080636829376338, 0.03427660101044276]","[-0.9118147618508848, 0.2932380906903176, 0.5638857469086322]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.07599030938642443, 0.03080636829376338, 0.03427660101044276]","[-0.9250564150178608, 0.29850897658975983, 0.5712527419583848]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.07599030938642443, 0.03080636829376338, 0.034847853752401146]","[-0.9250564150178608, 0.29850897658975983, 0.5712527419583848]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.07599030938642443, 0.03110487727035314, 0.034847853752401146]","[-0.9250564150178608, 0.29850897658975983, 0.5712527419583848]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.07692855992618447, 0.03110487727035314, 0.034847853752401146]","[-0.9382505397600438, 0.3037701767736184, 0.5784308059843674]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.07692855992618447, 0.03110487727035314, 0.035426284558385514]","[-0.9382505397600438, 0.3037701767736184, 0.5784308059843674]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.07692855992618447, 0.03140864744712676, 0.035426284558385514]","[-0.9382505397600438, 0.3037701767736184, 0.5784308059843674]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.07787995055116978, 0.03140864744712676, 0.035426284558385514]","[-0.9513906249853099, 0.30892452472437715, 0.5854476464951865]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.07787995055116978, 0.03140864744712676, 0.0360117322048807]","[-0.9513906249853099, 0.30892452472437715, 0.5854476464951865]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.07787995055116978, 0.031717571971851134, 0.0360117322048807]","[-0.9513906249853099, 0.30892452472437715, 0.5854476464951865]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.07884438618237907, 0.031717571971851134, 0.0360117322048807]","[-0.9644356312092928, 0.3140174890088679, 0.5926487466533931]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.07884438618237907, 0.031717571971851134, 0.03660438095153409]","[-0.9644356312092928, 0.3140174890088679, 0.5926487466533931]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.07884438618237907, 0.03203158946086, 0.03660438095153409]","[-0.9644356312092928, 0.3140174890088679, 0.5926487466533931]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.07982179053039118, 0.03203158946086, 0.03660438095153409]","[-0.9774043480121064, 0.31912279948696776, 0.5996551350388248]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.07982179053039118, 0.03203158946086, 0.03720403608657292]","[-0.9774043480121064, 0.31912279948696776, 0.5996551350388248]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.07982179053039118, 0.03235071226034697, 0.03720403608657292]","[-0.9774043480121064, 0.31912279948696776, 0.5996551350388248]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.08081208533738746, 0.03235071226034697, 0.03720403608657292]","[-0.990294806996278, 0.32418846715713545, 0.6064933628205926]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.08081208533738746, 0.03235071226034697, 0.03781052944939351]","[-0.990294806996278, 0.32418846715713545, 0.6064933628205926]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.08081208533738746, 0.032674900727504105, 0.03781052944939351]","[-0.990294806996278, 0.32418846715713545, 0.6064933628205926]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.08181518590118513, 0.032674900727504105, 0.03781052944939351]","[-1.003100563797668, 0.3290440475917575, 0.6131895506281612]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.08181518590118513, 0.032674900727504105, 0.03842371900002167]","[-1.003100563797668, 0.3290440475917575, 0.6131895506281612]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.08181518590118513, 0.03300394477509586, 0.03842371900002167]","[-1.003100563797668, 0.3290440475917575, 0.6131895506281612]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.08283098237866708, 0.03300394477509586, 0.03842371900002167]","[-1.0157964774819561, 0.33387332291841265, 0.6197570717643083]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.08283098237866708, 0.03300394477509586, 0.03904347607178598]","[-1.0157964774819561, 0.33387332291841265, 0.6197570717643083]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.08283098237866708, 0.033337818098014275, 0.03904347607178598]","[-1.0157964774819561, 0.33387332291841265, 0.6197570717643083]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.0838593551062536, 0.033337818098014275, 0.03904347607178598]","[-1.0283727275865184, 0.3385070142130839, 0.6265336714992159]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.0838593551062536, 0.033337818098014275, 0.039670009743285196]","[-1.0283727275865184, 0.3385070142130839, 0.6265336714992159]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.0838593551062536, 0.03367632511222736, 0.039670009743285196]","[-1.0283727275865184, 0.3385070142130839, 0.6265336714992159]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.08490019406236111, 0.03367632511222736, 0.039670009743285196]","[-1.0408389561075149, 0.34306289444061, 0.6331517624777668]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.08490019406236111, 0.03367632511222736, 0.04030316150576296]","[-1.0408389561075149, 0.34306289444061, 0.6331517624777668]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.08490019406236111, 0.03401938800666797, 0.04030316150576296]","[-1.0408389561075149, 0.34306289444061, 0.6331517624777668]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.08595339723554817, 0.03401938800666797, 0.04030316150576296]","[-1.0532031731870506, 0.347405081469028, 0.6396349513423383]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.08595339723554817, 0.03401938800666797, 0.0409427964571053]","[-1.0532031731870506, 0.347405081469028, 0.6396349513423383]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.08595339723554817, 0.034366793088137, 0.0409427964571053]","[-1.0532031731870506, 0.347405081469028, 0.6396349513423383]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.08701883468451165, 0.034366793088137, 0.0409427964571053]","[-1.06543744896348, 0.3516314405762819, 0.6459943390606445]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.08701883468451165, 0.034366793088137, 0.041588790796165946]","[-1.06543744896348, 0.3516314405762819, 0.6459943390606445]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.08701883468451165, 0.03471842452871328, 0.041588790796165946]","[-1.06543744896348, 0.3516314405762819, 0.6459943390606445]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.08809637390722654, 0.03471842452871328, 0.041588790796165946]","[-1.0775392227148906, 0.3556972786893445, 0.6522457109853219]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.08809637390722654, 0.03471842452871328, 0.04224103650715127]","[-1.0775392227148906, 0.3556972786893445, 0.6522457109853219]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.08809637390722654, 0.035074121807402624, 0.04224103650715127]","[-1.0775392227148906, 0.3556972786893445, 0.6522457109853219]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.0891858713959835, 0.035074121807402624, 0.04224103650715127]","[-1.0894974887569602, 0.35959321926978816, 0.6586758849596724]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.0891858713959835, 0.035074121807402624, 0.04289971239211094]","[-1.0894974887569602, 0.35959321926978816, 0.6586758849596724]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.0891858713959835, 0.03543371502667241, 0.04289971239211094]","[-1.0894974887569602, 0.35959321926978816, 0.6586758849596724]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.09028720399269283, 0.03543371502667241, 0.04289971239211094]","[-1.1013325967093313, 0.3632372184877372, 0.6649738335758326]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.09028720399269283, 0.03543371502667241, 0.04356468622568677]","[-1.1013325967093313, 0.3632372184877372, 0.6649738335758326]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.09028720399269283, 0.03579695224516015, 0.04356468622568677]","[-1.1013325967093313, 0.3632372184877372, 0.6649738335758326]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.09140023718033861, 0.03579695224516015, 0.04356468622568677]","[-1.113033187645787, 0.3667841489107329, 0.6711474006752816]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.09140023718033861, 0.03579695224516015, 0.044235833626362055]","[-1.113033187645787, 0.3667841489107329, 0.6711474006752816]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.09140023718033861, 0.03616373639407088, 0.044235833626362055]","[-1.113033187645787, 0.3667841489107329, 0.6711474006752816]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.0925248243331783, 0.03616373639407088, 0.044235833626362055]","[-1.1245871528396816, 0.3701398220461033, 0.677209623320317]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.0925248243331783, 0.03616373639407088, 0.04491304324968237]","[-1.1245871528396816, 0.3701398220461033, 0.677209623320317]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.0925248243331783, 0.036533876216116985, 0.04491304324968237]","[-1.1245871528396816, 0.3701398220461033, 0.677209623320317]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.09366081759070788, 0.036533876216116985, 0.04491304324968237]","[-1.1359932575295828, 0.3732900664522587, 0.6831713541238099]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.09366081759070788, 0.036533876216116985, 0.04559621460380618]","[-1.1359932575295828, 0.3732900664522587, 0.6831713541238099]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.09366081759070788, 0.036907166282569244, 0.04559621460380618]","[-1.1359932575295828, 0.3732900664522587, 0.6831713541238099]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.09480806497318174, 0.036907166282569244, 0.04559621460380618]","[-1.147247382473862, 0.3762416103054514, 0.689347624509104]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.09480806497318174, 0.036907166282569244, 0.046285562228315286]","[-1.147247382473862, 0.3762416103054514, 0.689347624509104]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.09480806497318174, 0.037283407892874695, 0.046285562228315286]","[-1.147247382473862, 0.3762416103054514, 0.689347624509104]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.09596642545365505, 0.037283407892874695, 0.046285562228315286]","[-1.158360480473311, 0.37907302435584433, 0.6953854189618649]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.09596642545365505, 0.037283407892874695, 0.04698094764727715]","[-1.158360480473311, 0.37907302435584433, 0.6953854189618649]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.09596642545365505, 0.03766248091723054, 0.04698094764727715]","[-1.158360480473311, 0.37907302435584433, 0.6953854189618649]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.0971357665144358, 0.03766248091723054, 0.04698094764727715]","[-1.1693410607807457, 0.3815974424310892, 0.7013019786655805]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.0971357665144358, 0.03766248091723054, 0.04768224962594273]","[-1.1693410607807457, 0.3815974424310892, 0.7013019786655805]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.0971357665144358, 0.03804407835966163, 0.04768224962594273]","[-1.1693410607807457, 0.3815974424310892, 0.7013019786655805]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.09831593280150741, 0.03804407835966163, 0.04768224962594273]","[-1.1801662870716128, 0.38406029693489885, 0.707095889444273]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.09831593280150741, 0.03804407835966163, 0.048389345515387004]","[-1.1801662870716128, 0.38406029693489885, 0.707095889444273]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.09831593280150741, 0.03842813865659653, 0.048389345515387004]","[-1.1801662870716128, 0.38406029693489885, 0.707095889444273]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.09950677218470348, 0.03842813865659653, 0.048389345515387004]","[-1.190839383196071, 0.3863570203320871, 0.7127790796803285]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.09950677218470348, 0.03842813865659653, 0.04910212459506733]","[-1.190839383196071, 0.3863570203320871, 0.7127790796803285]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.09950677218470348, 0.038814495676928615, 0.04910212459506733]","[-1.190839383196071, 0.3863570203320871, 0.7127790796803285]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.10070813346124784, 0.038814495676928615, 0.04910212459506733]","[-1.2013612765443549, 0.388501871197669, 0.7183585134032666]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.10070813346124784, 0.038814495676928615, 0.0498204831084706]","[-1.2013612765443549, 0.388501871197669, 0.7183585134032666]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.10070813346124784, 0.039202997548126284, 0.0498204831084706]","[-1.2013612765443549, 0.388501871197669, 0.7183585134032666]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.10191988325468594, 0.039202997548126284, 0.0498204831084706]","[-1.211749793438105, 0.39040917009548065, 0.723845846796918]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.10191988325468594, 0.039202997548126284, 0.05054432895526752]","[-1.211749793438105, 0.39040917009548065, 0.723845846796918]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.10191988325468594, 0.039593406718221764, 0.05054432895526752]","[-1.211749793438105, 0.39040917009548065, 0.723845846796918]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.10314186859669373, 0.039593406718221764, 0.05054432895526752]","[-1.221985342007792, 0.39225595372825717, 0.7292379971583773]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.10314186859669373, 0.039593406718221764, 0.051273566952425895]","[-1.221985342007792, 0.39225595372825717, 0.7292379971583773]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.10314186859669373, 0.03998566267195002, 0.051273566952425895]","[-1.221985342007792, 0.39225595372825717, 0.7292379971583773]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.10437393853535613, 0.03998566267195002, 0.051273566952425895]","[-1.2320699386624, 0.3939330773505417, 0.7345436643363054]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.10437393853535613, 0.03998566267195002, 0.0520081106167622]","[-1.2320699386624, 0.3939330773505417, 0.7345436643363054]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.10437393853535613, 0.04037959574930056, 0.0520081106167622]","[-1.2320699386624, 0.3939330773505417, 0.7345436643363054]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.10561594775837713, 0.04037959574930056, 0.0520081106167622]","[-1.2420092230209927, 0.3954644678227162, 0.739766656546792]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.10561594775837713, 0.04037959574930056, 0.05274787727330899]","[-1.2420092230209927, 0.3954644678227162, 0.739766656546792]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.10561594775837713, 0.04077506021712328, 0.05274787727330899]","[-1.2420092230209927, 0.3954644678227162, 0.739766656546792]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.10686773736307505, 0.04077506021712328, 0.05274787727330899]","[-1.2517896046979198, 0.396900516724967, 0.7452764895184011]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.10686773736307505, 0.04077506021712328, 0.05349315376282739]","[-1.2517896046979198, 0.396900516724967, 0.7452764895184011]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.10686773736307505, 0.04117196073384825, 0.05349315376282739]","[-1.2517896046979198, 0.396900516724967, 0.7452764895184011]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.10812916539451695, 0.04117196073384825, 0.05349315376282739]","[-1.2614280314418995, 0.3982521254057986, 0.7506472065583538]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.10812916539451695, 0.04117196073384825, 0.05424380096938575]","[-1.2614280314418995, 0.3982521254057986, 0.7506472065583538]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.10812916539451695, 0.041570212859254045, 0.05424380096938575]","[-1.2614280314418995, 0.3982521254057986, 0.7506472065583538]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.10940009433767224, 0.041570212859254045, 0.05424380096938575]","[-1.2709289431552944, 0.39944479236625474, 0.7558877279808945]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.10940009433767224, 0.041570212859254045, 0.05499968869736664]","[-1.2709289431552944, 0.39944479236625474, 0.7558877279808945]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.10940009433767224, 0.0419696576516203, 0.05499968869736664]","[-1.2709289431552944, 0.39944479236625474, 0.7558877279808945]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.11068038723644329, 0.0419696576516203, 0.05499968869736664]","[-1.280292898771046, 0.40046696934003395, 0.7610040740252191]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.11068038723644329, 0.0419696576516203, 0.05576069277139186]","[-1.280292898771046, 0.40046696934003395, 0.7610040740252191]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.11068038723644329, 0.042370124620960334, 0.05576069277139186]","[-1.280292898771046, 0.40046696934003395, 0.7610040740252191]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.11196992476463861, 0.042370124620960334, 0.05576069277139186]","[-1.289537528195328, 0.401205872181315, 0.7660083239491785]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.11196992476463861, 0.042370124620960334, 0.05652670109534104]","[-1.289537528195328, 0.401205872181315, 0.7660083239491785]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.11196992476463861, 0.04277133049314165, 0.05652670109534104]","[-1.289537528195328, 0.401205872181315, 0.7660083239491785]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.11326851879557166, 0.04277133049314165, 0.05652670109534104]","[-1.298594030933048, 0.4022017964376637, 0.7714489079065356]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.11326851879557166, 0.04277133049314165, 0.057298150003247575]","[-1.298594030933048, 0.4022017964376637, 0.7714489079065356]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.11326851879557166, 0.04317353228957931, 0.057298150003247575]","[-1.298594030933048, 0.4022017964376637, 0.7714489079065356]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
"[-0.11457599653718403, 0.04317353228957931, 0.057298150003247575]","[-1.30747774161237, 0.40288582961359176, 0.7766971696674119]","[0.0, 1.05, 0.0]",0.0,0.0,0.0,0.0
