ts," 0.013057258965488289]""","[0.0, 0.0, 0.0]",0.0,0.0.1,0.0.2,0.0.3
"[0.00013135152005686358, 0.019355546880255352, -0.005009906266628729]","[0.021634272028049368, -0.019527526749243268, 0.005937552848151936]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00013135152005686358, 0.019355546880255352, -0.005003968713780577]","[0.021634272028049368, -0.019527526749243268, 0.005937552848151936]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00015298579208491295, 0.019355546880255352, -0.005003968713780577]","[0.021634272028049368, -0.019527526749243268, 0.005937552848151936]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00015298579208491295, 0.019335866257411086, -0.005003968713780577]","[0.020667861552946074, -0.019680622844266832, 0.006012048713819121]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00015298579208491295, 0.019335866257411086, -0.004997956665066758]","[0.020667861552946074, -0.019680622844266832, 0.006012048713819121]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00017365365363785902, 0.019335866257411086, -0.004997956665066758]","[0.020667861552946074, -0.019680622844266832, 0.006012048713819121]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00017365365363785902, 0.01931601780473478, -0.004997956665066758]","[0.01917242981339264, -0.019848452676305556, 0.006075882292642942]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00017365365363785902, 0.01931601780473478, -0.004991880782774115]","[0.01917242981339264, -0.019848452676305556, 0.006075882292642942]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00019282608345125166, 0.01931601780473478, -0.004991880782774115]","[0.01917242981339264, -0.019848452676305556, 0.006075882292642942]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00019282608345125166, 0.019295989297797262, -0.004991880782774115]","[0.01725055136512203, -0.020028506937518065, 0.00613050766980032]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00019282608345125166, 0.019295989297797262, -0.004985750275104315]","[0.01725055136512203, -0.020028506937518065, 0.00613050766980032]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002100766348163737, 0.019295989297797262, -0.004985750275104315]","[0.01725055136512203, -0.020028506937518065, 0.00613050766980032]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002100766348163737, 0.019275770515026817, -0.004985750275104315]","[0.014994145835395408, -0.020218782770444615, 0.006177234429157949]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002100766348163737, 0.019275770515026817, -0.004979573040675157]","[0.014994145835395408, -0.020218782770444615, 0.006177234429157949]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002250707806517691, 0.019275770515026817, -0.004979573040675157]","[0.014994145835395408, -0.020218782770444615, 0.006177234429157949]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002250707806517691, 0.019255355722484345, -0.004979573040675157]","[0.012515850437555716, -0.02041479254247247, 0.006216465453115147]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002250707806517691, 0.019255355722484345, -0.004973356575222042]","[0.012515850437555716, -0.02041479254247247, 0.006216465453115147]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002375866310893248, 0.019255355722484345, -0.004973356575222042]","[0.012515850437555716, -0.02041479254247247, 0.006216465453115147]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002375866310893248, 0.01923474528787307, -0.004973356575222042]","[0.00980398247194447, -0.02061043461127482, 0.006288647089921703]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002375866310893248, 0.01923474528787307, -0.00496706792813212]","[0.00980398247194447, -0.02061043461127482, 0.006288647089921703]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002473906135612693, 0.01923474528787307, -0.00496706792813212]","[0.00980398247194447, -0.02061043461127482, 0.006288647089921703]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002473906135612693, 0.019213939946178715, -0.00496706792813212]","[0.006955227564663568, -0.020805341694355578, 0.006354515853087758]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002473906135612693, 0.019213939946178715, -0.004960713412279032]","[0.006955227564663568, -0.020805341694355578, 0.006354515853087758]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00025434584112593285, 0.019213939946178715, -0.004960713412279032]","[0.006955227564663568, -0.020805341694355578, 0.006354515853087758]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00025434584112593285, 0.019192943977718945, -0.004960713412279032]","[0.00406627568621062, -0.02099596845977006, 0.006415224618530439]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00025434584112593285, 0.019192943977718945, -0.004954298187660502]","[0.00406627568621062, -0.02099596845977006, 0.006415224618530439]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002584121168121435, 0.019192943977718945, -0.004954298187660502]","[0.00406627568621062, -0.02099596845977006, 0.006415224618530439]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002584121168121435, 0.01917175816851331, -0.004954298187660502]","[0.0011358799893410347, -0.02118580920563301, 0.006469941765966693]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002584121168121435, 0.01917175816851331, -0.004947828245894535]","[0.0011358799893410347, -0.02118580920563301, 0.006469941765966693]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002595479968014845, 0.01917175816851331, -0.004947828245894535]","[0.0011358799893410347, -0.02118580920563301, 0.006469941765966693]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002595479968014845, 0.019150385917131238, -0.004947828245894535]","[-0.0017452523533868216, -0.021372251382073548, 0.006520358457880876]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002595479968014845, 0.019150385917131238, -0.004941307887436654]","[-0.0017452523533868216, -0.021372251382073548, 0.006520358457880876]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002578027444480977, 0.019150385917131238, -0.004941307887436654]","[-0.0017452523533868216, -0.021372251382073548, 0.006520358457880876]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002578027444480977, 0.019128831307297745, -0.004941307887436654]","[-0.00453509947030017, -0.02155460983349275, 0.006566036124680888]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002578027444480977, 0.019128831307297745, -0.0049347418513119735]","[-0.00453509947030017, -0.02155460983349275, 0.006566036124680888]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002532676449777975, 0.019128831307297745, -0.0049347418513119735]","[-0.00453509947030017, -0.02155460983349275, 0.006566036124680888]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002532676449777975, 0.01910709865087459, -0.0049347418513119735]","[-0.007200443286303835, -0.021732656423155416, 0.006607494717486215]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002532676449777975, 0.01910709865087459, -0.004928134356594487]","[-0.007200443286303835, -0.021732656423155416, 0.006607494717486215]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002460672016914937, 0.01910709865087459, -0.004928134356594487]","[-0.007200443286303835, -0.021732656423155416, 0.006607494717486215]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002460672016914937, 0.019085190761159193, -0.004928134356594487]","[-0.009732332050411236, -0.021907889715396672, 0.006644872120958878]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002460672016914937, 0.019085190761159193, -0.004921489484473528]","[-0.009732332050411236, -0.021907889715396672, 0.006644872120958878]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00023633486964108244, 0.019085190761159193, -0.004921489484473528]","[-0.009732332050411236, -0.021907889715396672, 0.006644872120958878]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00023633486964108244, 0.019063116223142596, -0.004921489484473528]","[-0.01208387136981433, -0.02207453801659695, 0.0066785224975881435]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00023633486964108244, 0.019063116223142596, -0.00491481096197594]","[-0.01208387136981433, -0.02207453801659695, 0.0066785224975881435]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00022425099827126811, 0.019063116223142596, -0.00491481096197594]","[-0.01208387136981433, -0.02207453801659695, 0.0066785224975881435]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00022425099827126811, 0.019040881584022992, -0.00491481096197594]","[-0.014298795169302301, -0.02223463911960391, 0.0067093763584172295]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00022425099827126811, 0.019040881584022992, -0.004908101585617523]","[-0.014298795169302301, -0.02223463911960391, 0.0067093763584172295]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002099522031019658, 0.019040881584022992, -0.004908101585617523]","[-0.014298795169302301, -0.02223463911960391, 0.0067093763584172295]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002099522031019658, 0.01901848153106531, -0.004908101585617523]","[-0.016320758198559906, -0.022400052957682187, 0.0067306197725084185]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0002099522031019658, 0.01901848153106531, -0.004901370965845015]","[-0.016320758198559906, -0.022400052957682187, 0.0067306197725084185]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0001936314449034059, 0.01901848153106531, -0.004901370965845015]","[-0.016320758198559906, -0.022400052957682187, 0.0067306197725084185]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0001936314449034059, 0.018995915249588834, -0.004901370965845015]","[-0.01813517028531031, -0.022566281476475714, 0.006743389263283092]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0001936314449034059, 0.018995915249588834, -0.0048946275765817315]","[-0.01813517028531031, -0.022566281476475714, 0.006743389263283092]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0001754962746180956, 0.018995915249588834, -0.0048946275765817315]","[-0.01813517028531031, -0.022566281476475714, 0.006743389263283092]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0001754962746180956, 0.01897318371262819, -0.0048946275765817315]","[-0.019753202226337332, -0.022731536960644144, 0.006748359104606291]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0001754962746180956, 0.01897318371262819, -0.004887879217477125]","[-0.019753202226337332, -0.022731536960644144, 0.006748359104606291]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00015574307239175827, 0.01897318371262819, -0.004887879217477125]","[-0.019753202226337332, -0.022731536960644144, 0.006748359104606291]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00015574307239175827, 0.01895028930055036, -0.004887879217477125]","[-0.021163658429755473, -0.02289441207782919, 0.0067470259439957395]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.00015574307239175827, 0.01895028930055036, -0.0048811321915331295]","[-0.021163658429755473, -0.02289441207782919, 0.0067470259439957395]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0001345794139620028, 0.01895028930055036, -0.0048811321915331295]","[-0.021163658429755473, -0.02289441207782919, 0.0067470259439957395]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0001345794139620028, 0.018927235325583155, -0.0048811321915331295]","[-0.022370274406996994, -0.023053974967206237, 0.006718090023500982]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0001345794139620028, 0.018927235325583155, -0.0048744141015096285]","[-0.022370274406996994, -0.023053974967206237, 0.006718090023500982]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0001122091395550058, 0.018927235325583155, -0.0048744141015096285]","[-0.022370274406996994, -0.023053974967206237, 0.006718090023500982]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0001122091395550058, 0.018904033157339465, -0.0048744141015096285]","[-0.023405229082770897, -0.023202168243689758, 0.006688443954690204]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[0.0001122091395550058, 0.018904033157339465, -0.004867725657554938]","[-0.023405229082770897, -0.023202168243689758, 0.006688443954690204]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[8.88039104722349e-05, 0.018904033157339465, -0.004867725657554938]","[-0.023405229082770897, -0.023202168243689758, 0.006688443954690204]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[8.88039104722349e-05, 0.01888068887349527, -0.004867725657554938]","[-0.02431751697920233, -0.023344283844196206, 0.006657793601546648]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[8.88039104722349e-05, 0.01888068887349527, -0.004861067863953392]","[-0.02431751697920233, -0.023344283844196206, 0.006657793601546648]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[6.448639349303257e-05, 0.01888068887349527, -0.004861067863953392]","[-0.02431751697920233, -0.023344283844196206, 0.006657793601546648]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[6.448639349303257e-05, 0.018857208452793116, -0.004861067863953392]","[-0.025075476610555612, -0.023480420702153004, 0.0066277356555437955]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[6.448639349303257e-05, 0.018857208452793116, -0.004854440128297848]","[-0.025075476610555612, -0.023480420702153004, 0.0066277356555437955]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[3.9410916882476956e-05, 0.018857208452793116, -0.004854440128297848]","[-0.025075476610555612, -0.023480420702153004, 0.0066277356555437955]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[3.9410916882476956e-05, 0.018833604743425263, -0.004854440128297848]","[-0.025712369652560928, -0.023603709367853165, 0.0065962455401890815]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[3.9410916882476956e-05, 0.018833604743425263, -0.004847843882757659]","[-0.025712369652560928, -0.023603709367853165, 0.0065962455401890815]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[1.369854722991603e-05, 0.018833604743425263, -0.004847843882757659]","[-0.025712369652560928, -0.023603709367853165, 0.0065962455401890815]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[1.369854722991603e-05, 0.018809887361520408, -0.004847843882757659]","[-0.026197453759326212, -0.02371738190485445, 0.006554364977706673]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[1.369854722991603e-05, 0.018809887361520408, -0.004841289517779952]","[-0.026197453759326212, -0.02371738190485445, 0.006554364977706673]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-1.2498906529410183e-05, 0.018809887361520408, -0.004841289517779952]","[-0.026197453759326212, -0.02371738190485445, 0.006554364977706673]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-1.2498906529410183e-05, 0.01878606751462856, -0.004841289517779952]","[-0.026580088004757297, -0.023819846891849628, 0.006513309423123066]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-1.2498906529410183e-05, 0.01878606751462856, -0.004834776208356829]","[-0.026580088004757297, -0.023819846891849628, 0.006513309423123066]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-3.907899453416748e-05, 0.01878606751462856, -0.004834776208356829]","[-0.026580088004757297, -0.023819846891849628, 0.006513309423123066]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-3.907899453416748e-05, 0.018762156348967496, -0.004834776208356829]","[-0.026846258721528224, -0.023911165661062717, 0.0064736435409174994]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-3.907899453416748e-05, 0.018762156348967496, -0.0048283025648159115]","[-0.026846258721528224, -0.023911165661062717, 0.0064736435409174994]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-6.59252532556957e-05, 0.018762156348967496, -0.0048283025648159115]","[-0.026846258721528224, -0.023911165661062717, 0.0064736435409174994]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-6.59252532556957e-05, 0.01873816525165737, -0.0048283025648159115]","[-0.02701757340563393, -0.02399109731012622, 0.006434555871952241]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-6.59252532556957e-05, 0.01873816525165737, -0.004821868008943959]","[-0.02701757340563393, -0.02399109731012622, 0.006434555871952241]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-9.294282666132963e-05, 0.01873816525165737, -0.004821868008943959]","[-0.02701757340563393, -0.02399109731012622, 0.006434555871952241]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-9.294282666132963e-05, 0.018714106001223987, -0.004821868008943959]","[-0.027093235470941824, -0.02405925043338225, 0.00639596968646499]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-9.294282666132963e-05, 0.018714106001223987, -0.004815472039257494]","[-0.027093235470941824, -0.02405925043338225, 0.00639596968646499]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.00012003606213227146, 0.018714106001223987, -0.004815472039257494]","[-0.027093235470941824, -0.02405925043338225, 0.00639596968646499]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.00012003606213227146, 0.018689990111529164, -0.004815472039257494]","[-0.0270919521570666, -0.024115889694822923, 0.006367817093096487]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.00012003606213227146, 0.018689990111529164, -0.004809104222164398]","[-0.0270919521570666, -0.024115889694822923, 0.006367817093096487]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.00014712801428933806, 0.018689990111529164, -0.004809104222164398]","[-0.0270919521570666, -0.024115889694822923, 0.006367817093096487]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.00014712801428933806, 0.018665829371829746, -0.004809104222164398]","[-0.027036064124851156, -0.024160739699418537, 0.006338511319296629]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.00014712801428933806, 0.018665829371829746, -0.004802765710845101]","[-0.027036064124851156, -0.024160739699418537, 0.006338511319296629]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0001741640784141892, 0.018665829371829746, -0.004802765710845101]","[-0.027036064124851156, -0.024160739699418537, 0.006338511319296629]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0001741640784141892, 0.01864163195793805, -0.004802765710845101]","[-0.02691000342741826, -0.02419741389169533, 0.006308981745981393]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0001741640784141892, 0.01864163195793805, -0.00479645672909912]","[-0.02691000342741826, -0.02419741389169533, 0.006308981745981393]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.00020107408184160747, 0.01864163195793805, -0.00479645672909912]","[-0.02691000342741826, -0.02419741389169533, 0.006308981745981393]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.00020107408184160747, 0.018617412586433846, -0.00479645672909912]","[-0.026742128852848972, -0.024219371504204806, 0.006276793377483873]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.00020107408184160747, 0.018617412586433846, -0.004790179935721636]","[-0.026742128852848972, -0.024219371504204806, 0.006276793377483873]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.00022781621069445644, 0.018617412586433846, -0.004790179935721636]","[-0.026742128852848972, -0.024219371504204806, 0.006276793377483873]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.00022781621069445644, 0.01859318467909752, -0.004790179935721636]","[-0.026494084234145978, -0.024227907336325794, 0.0062433232978168635]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.00022781621069445644, 0.01859318467909752, -0.004783936612423819]","[-0.026494084234145978, -0.024227907336325794, 0.0062433232978168635]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0002543102949286024, 0.01859318467909752, -0.004783936612423819]","[-0.026494084234145978, -0.024227907336325794, 0.0062433232978168635]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0002543102949286024, 0.018568956914412665, -0.004783936612423819]","[-0.026238690660181432, -0.024227764684855296, 0.006206276506225822]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0002543102949286024, 0.018568956914412665, -0.004777730335917593]","[-0.026238690660181432, -0.024227764684855296, 0.006206276506225822]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.00028054898558878386, 0.018568956914412665, -0.004777730335917593]","[-0.026238690660181432, -0.024227764684855296, 0.006206276506225822]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.00028054898558878386, 0.01854474106126266, -0.004777730335917593]","[-0.025948995220134684, -0.024215853150003075, 0.006167153399400452]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.00028054898558878386, 0.01854474106126266, -0.004771563182518193]","[-0.025948995220134684, -0.024215853150003075, 0.006167153399400452]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.00030649798080891854, 0.01854474106126266, -0.004771563182518193]","[-0.025948995220134684, -0.024215853150003075, 0.006167153399400452]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.00030649798080891854, 0.01852054886085482, -0.004771563182518193]","[-0.02562769324636078, -0.024192200407842368, 0.006125543101540357]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.00030649798080891854, 0.01852054886085482, -0.004765437639416652]","[-0.02562769324636078, -0.024192200407842368, 0.006125543101540357]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0003321256740552793, 0.01852054886085482, -0.004765437639416652]","[-0.02562769324636078, -0.024192200407842368, 0.006125543101540357]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0003321256740552793, 0.018496387762251643, -0.004765437639416652]","[-0.025306245603789482, -0.024161098603175946, 0.006080789722020738]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0003321256740552793, 0.018496387762251643, -0.004759356849694632]","[-0.025306245603789482, -0.024161098603175946, 0.006080789722020738]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0003574319196590688, 0.018496387762251643, -0.004759356849694632]","[-0.025306245603789482, -0.024161098603175946, 0.006080789722020738]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0003574319196590688, 0.018472271214261954, -0.004759356849694632]","[-0.024979522525977082, -0.024116547989689457, 0.006031759171827057]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0003574319196590688, 0.018472271214261954, -0.004753325090522805]","[-0.024979522525977082, -0.024116547989689457, 0.006031759171827057]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0003824114421850459, 0.018472271214261954, -0.004753325090522805]","[-0.024979522525977082, -0.024116547989689457, 0.006031759171827057]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0003824114421850459, 0.018448211007329386, -0.004753325090522805]","[-0.024615370879785888, -0.024060206932567663, 0.006000987674313792]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0003824114421850459, 0.018448211007329386, -0.004747324102848491]","[-0.024615370879785888, -0.024060206932567663, 0.006000987674313792]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.00040702681306483177, 0.018448211007329386, -0.004747324102848491]","[-0.024615370879785888, -0.024060206932567663, 0.006000987674313792]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.00040702681306483177, 0.01842421793654711, -0.004747324102848491]","[-0.024246212947568933, -0.023993070782275805, 0.00596386268507474]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.00040702681306483177, 0.01842421793654711, -0.004741360240163416]","[-0.024246212947568933, -0.023993070782275805, 0.00596386268507474]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0004312730260124007, 0.01842421793654711, -0.004741360240163416]","[-0.024246212947568933, -0.023993070782275805, 0.00596386268507474]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0004312730260124007, 0.018400305903572108, -0.004741360240163416]","[-0.02388354737592501, -0.023912032975002134, 0.005919291685478785]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0004312730260124007, 0.018400305903572108, -0.004735440948477937]","[-0.02388354737592501, -0.023912032975002134, 0.005919291685478785]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0004551565733883257, 0.018400305903572108, -0.004735440948477937]","[-0.02388354737592501, -0.023912032975002134, 0.005919291685478785]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0004551565733883257, 0.01837648239317218, -0.004735440948477937]","[-0.023511807986525923, -0.02382351039992986, 0.0058689138554774214]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0004551565733883257, 0.01837648239317218, -0.00472957203462246]","[-0.023511807986525923, -0.02382351039992986, 0.0058689138554774214]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.00047866838137485164, 0.01837648239317218, -0.00472957203462246]","[-0.023511807986525923, -0.02382351039992986, 0.0058689138554774214]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.00047866838137485164, 0.018352753342226753, -0.00472957203462246]","[-0.023162099564909017, -0.023729050945425073, 0.005811869256635953]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.00047866838137485164, 0.018352753342226753, -0.004723760165365824]","[-0.023162099564909017, -0.023729050945425073, 0.005811869256635953]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0005018304809397607, 0.018352753342226753, -0.004723760165365824]","[-0.023162099564909017, -0.023729050945425073, 0.005811869256635953]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0005018304809397607, 0.018329132152969784, -0.004723760165365824]","[-0.022823893955812094, -0.023621189256969183, 0.005757581764939505]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0005018304809397607, 0.018329132152969784, -0.004718002583600884]","[-0.022823893955812094, -0.023621189256969183, 0.005757581764939505]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0005246543748955728, 0.018329132152969784, -0.004718002583600884]","[-0.022823893955812094, -0.023621189256969183, 0.005757581764939505]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0005246543748955728, 0.018305628245378423, -0.004718002583600884]","[-0.02244699742709065, -0.023503907591360812, 0.005698201635217365]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0005246543748955728, 0.018305628245378423, -0.004712304381965667]","[-0.02244699742709065, -0.023503907591360812, 0.005698201635217365]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0005471013723226634, 0.018305628245378423, -0.004712304381965667]","[-0.02244699742709065, -0.023503907591360812, 0.005698201635217365]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
"[-0.0005471013723226634, 0.018282251562577793, -0.004712304381965667]","[-0.022111586088336938, -0.02337668280063057, 0.005630706338277322]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0
